,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
69,1.471067762374878,0.12655361793218944,0.00724186897277832,0.002563673572228927,0.2,4,10,100,"{'learning_rate': 0.2, 'max_depth': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
70,1.5433175563812256,0.11284972143234231,0.005546665191650391,0.00013480318869664765,0.2,4,10,200,"{'learning_rate': 0.2, 'max_depth': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
71,1.7196287631988525,0.06558262555421969,0.008023929595947266,0.0029427521072017395,0.2,4,10,300,"{'learning_rate': 0.2, 'max_depth': 4, 'min_samples_split': 10, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
72,1.42666015625,0.11656502101845417,0.00599966049194336,0.0007270353148610588,0.2,5,2,100,"{'learning_rate': 0.2, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
73,1.5199294090270996,0.08272567664516926,0.005511474609375,0.0003559175091630412,0.2,5,2,200,"{'learning_rate': 0.2, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
74,1.7015639305114747,0.1016256999846969,0.006960248947143555,0.0006536015920145126,0.2,5,2,300,"{'learning_rate': 0.2, 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
75,1.478407859802246,0.09437343101748111,0.0066337108612060545,0.001986126080945659,0.2,5,5,100,"{'learning_rate': 0.2, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
76,1.5521384239196778,0.09375412433491707,0.005548810958862305,0.00023211312247366033,0.2,5,5,200,"{'learning_rate': 0.2, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
77,1.7047394275665284,0.13725881810423893,0.005858516693115235,0.001546127008208449,0.2,5,5,300,"{'learning_rate': 0.2, 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
78,1.4121965885162353,0.09275517368308904,0.005605459213256836,0.0010586077454107427,0.2,5,10,100,"{'learning_rate': 0.2, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
79,1.4444034576416016,0.10224196971273972,0.004118156433105469,0.0008569773522699948,0.2,5,10,200,"{'learning_rate': 0.2, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
80,1.2098556995391845,0.10831629708548843,0.003137636184692383,0.00021760877357890685,0.2,5,10,300,"{'learning_rate': 0.2, 'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.990228013029316,0.9967213114754099,0.9901639344262295,1.0,0.993421052631579,0.9941068623125069,0.0038112177378288098,1
